round,client_id,client_i_training_loss,client_i_training_accuracy,client_i_training_dataset_size,client_i_evaluation_loss,client_i_evaluation_accuracy,client_i_evaluation_dataset_size,client_i_central_evaluation_loss,client_i_central_evaluation_accuracy,client_i_cosine_similarity,client_i_importance_coefficient,client_i_tanh_val,tanh_normalization_value,client_i_q,client_i_mask_order,client_i_v_nonzero_fraction,client_i_v_sparsity,client_i_v_cosine_similarity,client_i_reward_gradient_norm,local_epochs,learning_rate,gamma,client_0_cosine_similarity,client_1_cosine_similarity,client_2_cosine_similarity,client_3_cosine_similarity,client_4_cosine_similarity,client_5_cosine_similarity,client_6_cosine_similarity,client_7_cosine_similarity,client_8_cosine_similarity,client_9_cosine_similarity,client_10_cosine_similarity,client_11_cosine_similarity
0,0,1.648450024393869,0.8452621647122254,7419,0.6868893555526076,0.555256064690027,1855,0.6871963977247406,0.5437268002969562,0.6019473168700338,0.11159020729979759,0.11112931516537623,0.11112931516537623,0.9999999999910014,,0.7012976260740946,0.2987023739259054,0,0.4653061261217596,5,0.001,1.0,1.0,0.18180118466947456,0.18190961319748603,0.17348199755037433,0.17534149145968153,0.16618633450353093,0.1553171820092908,0.14519132541901275,0.15442682925626083,0.1618599432766041,0.15360593423443705,0.14483979133854055
0,1,1.6820703932755097,0.8413234301147873,5924,0.6878391643787952,0.5422012153950033,1481,0.6871963977247406,0.5437268002969562,0.527523414183794,0.0977933541598897,0.09748279191368714,0.11112931516537623,0.8772014096167304,,0.7012976260740946,0.2987023739259054,0,0.4653061261217596,5,0.001,1.0,0.18180118466947456,1.0,0.16999053119064855,0.15545521365765555,0.15307391618481145,0.13797069578611565,0.14968576922685667,0.1291781062204633,0.14480676665235218,0.14906603695984078,0.13831373275407158,0.12719619009179067
0,2,1.625530546771054,0.846272098385857,5204,0.6876039664919783,0.5488086087624904,1301,0.6871963977247406,0.5437268002969562,0.49528020726914257,0.09181604345049903,0.09155890174700416,0.11112931516537623,0.8238951316304577,,0.7012976260740946,0.2987023739259054,0,0.4653061261217596,5,0.001,1.0,0.18190961319748603,0.16999053119064855,1.0,0.14498758013913346,0.15464456854534103,0.13894680010266097,0.1374876052412526,0.12830970631665642,0.13756423429853315,0.136896061130014,0.12873058913363547,0.12213206240648139
0,3,1.6685273038510908,0.8431067143759209,4751,0.6924362590438441,0.5378787878787878,1188,0.6871963977247406,0.5437268002969562,0.4664215003707945,0.08646615817825341,0.08625131556041071,0.11112931516537623,0.7761346808560851,,0.7012976260740946,0.2987023739259054,0,0.4653061261217596,5,0.001,1.0,0.17348199755037433,0.15545521365765555,0.14498758013913346,1.0,0.13858087013842482,0.13059862385472,0.1408943852498451,0.12473671294822827,0.13361285031705308,0.12692247942095827,0.12021774735134384,0.12171291888586909
0,4,1.751750015941777,0.8343115124153498,4430,0.682047997202192,0.5667870036101083,1108,0.6871963977247406,0.5437268002969562,0.4554141385367092,0.08442559124745229,0.08422557527579404,0.11112931516537623,0.7579060048169692,,0.7012976260740946,0.2987023739259054,0,0.4653061261217596,5,0.001,1.0,0.17534149145968153,0.15307391618481145,0.15464456854534103,0.13858087013842482,1.0,0.12184358419360806,0.14414072133677291,0.12857763258361507,0.1329604350533427,0.12435594629774671,0.11935535632030343,0.11409632834620188
0,5,1.6594776764142376,0.845437171524128,4186,0.6880080483176492,0.5444126074498568,1047,0.6871963977247406,0.5437268002969562,0.42810987688285784,0.0793638721688389,0.07919766317604482,0.11112931516537623,0.7126622085043426,,0.7012976260740946,0.2987023739259054,0,0.4653061261217596,5,0.001,1.0,0.16618633450353093,0.13797069578611565,0.13894680010266097,0.13059862385472,0.12184358419360806,1.0,0.1228908557050635,0.11420731817248715,0.11581586315727573,0.13005203488075434,0.11524590346766084,0.11525651561000098
0,6,1.6427615254670382,0.8452404809619238,3992,0.6949854157865047,0.5210420841683366,998,0.6871963977247406,0.5437268002969562,0.43174059791365627,0.08003694255410322,0.07986647612975005,0.11112931516537623,0.7186805390654903,,0.7012976260740946,0.2987023739259054,0,0.4653061261217596,5,0.001,1.0,0.1553171820092908,0.14968576922685667,0.1374876052412526,0.1408943852498451,0.14414072133677291,0.1228908557050635,1.0,0.12491727549561953,0.13615807498857374,0.1279650819872808,0.11751219613616376,0.11988863136713475
0,7,1.6822264220565557,0.8429652832158705,3831,0.6818914175033569,0.5615866388308977,958,0.6871975463529664,0.5437268002969562,0.40039889098151366,0.07422675372915256,0.07409073331027582,0.11112931516537623,0.6667073687923979,,0.6667073148462523,0.33329268515374766,0,0.46529925496867713,5,0.001,1.0,0.14519132541901275,0.1291781062204633,0.12830970631665642,0.12473671294822827,0.12857763258361507,0.11420731817248715,0.12491727549561953,1.0,0.12499011299007358,0.10994475587806884,0.10261233639377032,0.10193814603052598
0,8,1.618811141619266,0.8474025974025974,3696,0.6928781168214206,0.5281385281385281,924,0.6871963032917285,0.5437268002969562,0.4128452429201262,0.0765340835469477,0.07638500090648316,0.11112931516537623,0.6873523947495227,,0.6873523086051061,0.3126476913948939,0,0.46530567331202016,5,0.001,1.0,0.15442682925626083,0.14480676665235218,0.13756423429853315,0.13361285031705308,0.1329604350533427,0.11581586315727573,0.13615807498857374,0.12499011299007358,1.0,0.11790271779438993,0.11516494269540649,0.11243548347817722
0,9,1.6458674959971435,0.8450405141100866,3579,0.684002297265189,0.5508379888268157,895,0.6871962666228378,0.5437268002969562,0.40813386882456354,0.0756606795176309,0.07551663518784046,0.11112931516537623,0.6795383835019718,,0.679538263503578,0.32046173649642196,0,0.4653044087500558,5,0.001,1.0,0.1618599432766041,0.14906603695984078,0.136896061130014,0.12692247942095827,0.12435594629774671,0.13005203488075434,0.1279650819872808,0.10994475587806884,0.11790271779438993,1.0,0.12332697175342926,0.10667118943310878
0,10,1.6888368787295227,0.8399769916594766,3477,0.6917970755270549,0.5287356321839081,870,0.6871992134424966,0.5436525612472161,0.3896866273603741,0.07224089270006996,0.07211548551037672,0.11112931516537623,0.6489330506753297,,0.6489329698106796,0.3510670301893204,0,0.4652824540580535,5,0.001,1.0,0.15360593423443705,0.13831373275407158,0.12873058913363547,0.12021774735134384,0.11935535632030343,0.11524590346766084,0.11751219613616376,0.10261233639377032,0.11516494269540649,0.12332697175342926,1.0,0.10381107979386298
0,11,1.6350285700469647,0.8489374262101534,3388,0.6921058473763643,0.5147579693034239,847,0.687199320192858,0.5435783221974759,0.3767648170322383,0.06984542144736451,0.06973206507073945,0.11112931516537623,0.6274857805642078,,0.6274857419288346,0.37251425807116545,0,0.4652404917227477,5,0.001,1.0,0.14483979133854055,0.12719619009179067,0.12213206240648139,0.12171291888586909,0.11409632834620188,0.11525651561000098,0.11988863136713475,0.10193814603052598,0.11243548347817722,0.10667118943310878,0.10381107979386298,1.0
1,0,1.6531726121741892,0.8443995147594016,7419,0.6782421264155157,0.5827493261455525,1855,0.677531937663742,0.5780994803266518,0.563725952536011,0.10960979526149511,0.1091729326639339,0.1091729326639339,0.9999999999908402,,0.7012977808260473,0.2987022191739527,0.8358944362199864,0.4634209612039998,5,0.001,1.0,1.0,0.18653659110332432,0.17607625110317426,0.18008431461580196,0.17878324625812544,0.17513548972089912,0.16055975827427857,0.15370495536018863,0.16040082747478512,0.1629680125967753,0.156156212604137,0.1507907477083737
1,1,1.6708011373737326,0.8411546252532073,5924,0.6790746069969015,0.5725860904794058,1481,0.677531937663742,0.5780994803266518,0.5148878464097332,0.09690970848412023,0.09660746825697342,0.1091729326639339,0.8849031156236725,,0.7012977808260473,0.2987022191739527,0.8358944362199864,0.4634209612039998,5,0.001,1.0,0.18653659110332432,1.0,0.1691708254459346,0.1648105686180041,0.15397840014310116,0.1577309972992227,0.15024281987174007,0.13497848226316284,0.15153202316288977,0.15124727598057047,0.1463156987411457,0.12950041742879703
1,2,1.638779470074259,0.8463105303612606,5204,0.6786302822392162,0.5833973866256725,1301,0.677531937663742,0.5780994803266518,0.4836000877489716,0.09099388707127543,0.09074357634090338,0.1091729326639339,0.8311911581546257,,0.7012977808260473,0.2987022191739527,0.8358944362199864,0.4634209612039998,5,0.001,1.0,0.17607625110317426,0.1691708254459346,1.0,0.1535719273585001,0.15290803694776564,0.1454369051099708,0.1318914263970248,0.1338025888202016,0.13179231404899228,0.13162765771502855,0.1329551009391603,0.11787868186687449
1,3,1.6324103751638592,0.8479478004630604,4751,0.6837406832920877,0.5622895622895623,1188,0.677531937663742,0.5780994803266518,0.475447773249976,0.08650974406927985,0.08629457704071646,0.1091729326639339,0.7904393051853418,,0.7012977808260473,0.2987022191739527,0.8358944362199864,0.4634209612039998,5,0.001,1.0,0.18008431461580196,0.1648105686180041,0.1535719273585001,1.0,0.14125599688734103,0.14202348203865942,0.14585924170819684,0.13291716520805255,0.13554940772046808,0.1362367838951727,0.12761936259036386,0.12762997909271268
1,4,1.6911977477800504,0.8414898419864559,4430,0.6732224924223763,0.5947653429602888,1108,0.677531937663742,0.5780994803266518,0.46328408128041454,0.0844296244096731,0.08422957982561333,0.1091729326639339,0.7715243858486883,,0.7012977808260473,0.2987022191739527,0.8358944362199864,0.4634209612039998,5,0.001,1.0,0.17878324625812544,0.15397840014310116,0.15290803694776564,0.14125599688734103,1.0,0.13536355780213685,0.1414411726176109,0.13650198941902775,0.12986244858163376,0.12573191221090319,0.12403282800524157,0.12027219165440416
1,5,1.6412003103800061,0.84696607740086,4186,0.6795776703140952,0.565425023877746,1047,0.677531937663742,0.5780994803266518,0.44954676781866015,0.07994099558418273,0.07977114044209423,0.1091729326639339,0.7306860637968053,,0.7012977808260473,0.2987022191739527,0.8358944362199864,0.4634209612039998,5,0.001,1.0,0.17513548972089912,0.1577309972992227,0.1454369051099708,0.14202348203865942,0.13536355780213685,1.0,0.13360895380569962,0.12011463117897199,0.12840358235797736,0.133861347131616,0.12406408168388423,0.12038146127352513
